PRODUCT SYMBOL,CONTRACT MONTH,CONTRACT YEAR,CONTRACT DAY,CONTRACT,PRODUCT DESCRIPTION,OPEN,HIGH,HIGH AB INDICATOR,LOW,LOW AB INDICATOR,LAST,LAST AB INDICATOR,SETTLE,PT CHG,EST. VOL,PRIOR SETTLE,PRIOR VOL,PRIOR INT,TRADEDATE
QC,11,2020,,QCX20,E-mini Copper Futures,,,,,,,,2.5940,-.0240,0,2.6180,,,08/30/2019
QC,12,2020,,QCZ20,E-mini Copper Futures,,,,,,,,2.5960,-.0240,0,2.6200,,,08/30/2019
QC,01,2021,,QCF21,E-mini Copper Futures,,,,,,,,2.6000,-.0240,0,2.6240,,,08/30/2019
QC,02,2021,,QCG21,E-mini Copper Futures,,,,,,,,2.6040,-.0240,0,2.6280,,,08/30/2019
QC,03,2021,,QCH21,E-mini Copper Futures,,,,,,,,2.6040,-.0240,0,2.6280,,,08/30/2019
QC,04,2021,,QCJ21,E-mini Copper Futures,,,,,,,,2.6040,-.0240,0,2.6280,,,08/30/2019
QC,05,2021,,QCK21,E-mini Copper Futures,,,,,,,,2.6080,-.0240,0,2.6320,,,08/30/2019
QC,06,2021,,QCM21,E-mini Copper Futures,,,,,,,,2.6100,-.0240,0,2.6340,,,08/30/2019
QC,07,2021,,QCN21,E-mini Copper Futures,,,,,,,,2.6120,-.0240,0,2.6360,,,08/30/2019
QC,08,2021,,QCQ21,E-mini Copper Futures,,,,,,,,2.6140,-.0240,0,2.6380,,,08/30/2019
QC,09,2021,,QCU21,E-mini Copper Futures,,,,,,,,2.6160,-.0240,0,2.6400,,,08/30/2019
QC,12,2021,,QCZ21,E-mini Copper Futures,,,,,,,,2.6200,-.0240,0,2.6440,,,08/30/2019
QC,03,2022,,QCH22,E-mini Copper Futures,,,,,,,,2.6220,-.0240,0,2.6460,,,08/30/2019
QC,05,2022,,QCK22,E-mini Copper Futures,,,,,,,,2.6220,-.0240,0,2.6460,,,08/30/2019
QC,07,2022,,QCN22,E-mini Copper Futures,,,,,,,,2.6240,-.0240,0,2.6480,,,08/30/2019
QC,09,2022,,QCU22,E-mini Copper Futures,,,,,,,,2.6240,-.0240,0,2.6480,,,08/30/2019
QC,12,2022,,QCZ22,E-mini Copper Futures,,,,,,,,2.6260,-.0240,0,2.6500,,,08/30/2019
QC,03,2023,,QCH23,E-mini Copper Futures,,,,,,,,2.6260,-.0240,0,2.6500,,,08/30/2019
QC,05,2023,,QCK23,E-mini Copper Futures,,,,,,,,2.6260,-.0240,0,2.6500,,,08/30/2019
QC,07,2023,,QCN23,E-mini Copper Futures,,,,,,,,2.6260,-.0240,0,2.6500,,,08/30/2019
QC,09,2023,,QCU23,E-mini Copper Futures,,,,,,,,2.6280,-.0240,0,2.6520,,,08/30/2019
QC,12,2023,,QCZ23,E-mini Copper Futures,,,,,,,,2.6280,-.0240,0,2.6520,,,08/30/2019
QC,03,2024,,QCH24,E-mini Copper Futures,,,,,,,,2.6280,-.0240,0,2.6520,,,08/30/2019
QC,05,2024,,QCK24,E-mini Copper Futures,,,,,,,,2.6280,-.0240,0,2.6520,,,08/30/2019
QC,07,2024,,QCN24,E-mini Copper Futures,,,,,,,,2.6300,-.0240,0,2.6540,,,08/30/2019
QI,12,2019,,QIZ19,E-mini Silver Futures,18.3750,18.5625,B,18.1750,,18.4625,B,18.3420,+.0190,269,18.3230,421,366,08/30/2019
QI,01,2020,,QIF20,E-mini Silver Futures,,,,,,,,18.3860,+.0240,0,18.3620,10,11,08/30/2019
QI,03,2020,,QIH20,E-mini Silver Futures,,18.6250,B,18.3625,A,18.5250,B,18.4670,+.0190,0,18.4480,,4,08/30/2019
QI,05,2020,,QIK20,E-mini Silver Futures,18.6375,18.6375,,18.6375,,18.6375,,18.5350,+.0240,1,18.5110,1,2,08/30/2019
QI,07,2020,,QIN20,E-mini Silver Futures,,,,,,,,18.5860,+.0260,0,18.5600,,2,08/30/2019
QI,09,2020,,QIU20,E-mini Silver Futures,,,,,,,,18.6520,+.0260,0,18.6260,,2,08/30/2019
QI,12,2020,,QIZ20,E-mini Silver Futures,,,,,,,,18.7400,+.0280,0,18.7120,,4,08/30/2019
QI,01,2021,,QIF21,E-mini Silver Futures,,,,,,,,18.7720,+.0280,0,18.7440,,,08/30/2019
QI,03,2021,,QIH21,E-mini Silver Futures,,,,,,,,18.8230,+.0280,0,18.7950,,,08/30/2019
QI,05,2021,,QIK21,E-mini Silver Futures,,,,,,,,18.8770,+.0280,0,18.8490,,,08/30/2019
QI,07,2021,,QIN21,E-mini Silver Futures,,,,,,,,18.9310,+.0280,0,18.9030,,,08/30/2019
QO,10,2019,,QOV19,E-mini Gold Futures,1529.75,1535.00,,1521.50,,1524.25,,1523.00,-7.50,234,1530.50,274,609,08/30/2019
QO,12,2019,,QOZ19,E-mini Gold Futures,1538.00,1541.75,,1525.75,,1529.25,,1529.40,-7.50,2203,1536.90,2034,871,08/30/2019
QO,02,2020,,QOG20,E-mini Gold Futures,1539.25,1546.25,,1536.25,A,1537.00,B,1535.70,-7.30,28,1543.00,31,33,08/30/2019
QO,04,2020,,QOJ20,E-mini Gold Futures,,,,,,,,1541.00,-7.20,0,1548.20,,7,08/30/2019
QO,06,2020,,QOM20,E-mini Gold Futures,,,,,,,,1545.50,-7.10,0,1552.60,2,6,08/30/2019
QO,08,2020,,QOQ20,E-mini Gold Futures,,,,,,,,1549.70,-7.00,0,1556.70,,,08/30/2019
QO,10,2020,,QOV20,E-mini Gold Futures,,,,,,,,1553.60,-6.90,0,1560.50,,,08/30/2019
QO,12,2020,,QOZ20,E-mini Gold Futures,,,,,,,,1557.20,-6.80,0,1564.00,,2,08/30/2019
QO,02,2021,,QOG21,E-mini Gold Futures,,,,,,,,1560.40,-6.80,0,1567.20,,,08/30/2019
QO,04,2021,,QOJ21,E-mini Gold Futures,,,,,,,,1563.10,-6.80,0,1569.90,,1,08/30/2019
QO,06,2021,,QOM21,E-mini Gold Futures,,,,,,,,1565.70,-6.80,0,1572.50,,,08/30/2019
SI,09,2019,,SIU19,Silver Futures,18.195,18.410,,18.020,,18.315,,18.185,+.018,1479,18.167,22272,6724,08/30/2019
SI,10,2019,,SIV19,Silver Futures,18.260,18.470,B,18.070,,18.365,,18.244,+.019,1244,18.225,2491,1179,08/30/2019
SI,11,2019,,SIX19,Silver Futures,18.420,18.420,,18.405,,18.405,,18.293,+.019,36,18.274,,,08/30/2019
SI,12,2019,,SIZ19,Silver Futures,18.365,18.575,,18.165,,18.480,,18.342,+.019,116225,18.323,161555,174367,08/30/2019
SI,01,2020,,SIF20,Silver Futures,18.525,18.555,,18.345,,18.345,,18.386,+.024,137,18.362,12,51,08/30/2019
SI,03,2020,,SIH20,Silver Futures,18.465,18.695,,18.295,,18.580,,18.467,+.019,2372,18.448,3111,27358,08/30/2019
SI,05,2020,,SIK20,Silver Futures,18.380,18.750,,18.380,,18.650,,18.535,+.024,890,18.511,656,5900,08/30/2019
SI,07,2020,,SIN20,Silver Futures,18.430,18.785,B,18.430,,18.660,,18.586,+.026,660,18.560,1073,6538,08/30/2019
SI,09,2020,,SIU20,Silver Futures,,18.845,B,18.615,A,18.615,A,18.652,+.026,0,18.626,47,720,08/30/2019
SI,12,2020,,SIZ20,Silver Futures,18.655,18.890,,18.655,,18.840,,18.740,+.028,100,18.712,348,1233,08/30/2019
SI,01,2021,,SIF21,Silver Futures,,,,,,,,18.772,+.028,0,18.744,,7,08/30/2019
SI,03,2021,,SIH21,Silver Futures,,,,,,,,18.823,+.028,0,18.795,,1,08/30/2019
SI,05,2021,,SIK21,Silver Futures,,,,,,,,18.877,+.028,0,18.849,,2,08/30/2019
SI,07,2021,,SIN21,Silver Futures,,,,,,,,18.931,+.028,0,18.903,,2,08/30/2019
SI,12,2021,,SIZ21,Silver Futures,19.385,19.385,,19.385,,19.385,,19.055,+.028,1,19.027,,46,08/30/2019
SI,07,2022,,SIN22,Silver Futures,19.550,19.550,,19.500,A,19.500,A,19.215,+.028,1,19.187,,1,08/30/2019
SI,12,2022,,SIZ22,Silver Futures,,,,,,,,19.321,+.028,0,19.293,,43,08/30/2019
SI,07,2023,,SIN23,Silver Futures,,,,,,,,19.471,+.028,0,19.443,,1,08/30/2019
SI,12,2023,,SIZ23,Silver Futures,,,,,,,,19.567,+.028,0,19.539,7,4,08/30/2019
SI,07,2024,,SIN24,Silver Futures,,,,,,,,19.749,+.028,0,19.721,,,08/30/2019
SIL,09,2019,,SILU19,1s000 Oz. Silver Futures,18.320,18.380,,18.170,A,18.350,,18.185,+.018,116,18.167,3106,898,08/30/2019
SIL,10,2019,,SILV19,1s000 Oz. Silver Futures,18.190,18.450,,18.150,,18.360,,18.244,+.019,96,18.225,245,124,08/30/2019
SIL,11,2019,,SILX19,1s000 Oz. Silver Futures,,,,,,,,18.293,+.019,0,18.274,,,08/30/2019
SIL,12,2019,,SILZ19,1s000 Oz. Silver Futures,18.350,18.570,B,18.170,,18.470,,18.342,+.019,1805,18.323,3389,1422,08/30/2019
SIL,01,2020,,SILF20,1s000 Oz. Silver Futures,,,,,,,,18.386,+.024,0,18.362,1,9,08/30/2019
SIL,03,2020,,SILH20,1s000 Oz. Silver Futures,18.410,18.690,B,18.300,A,18.570,B,18.467,+.019,42,18.448,16,85,08/30/2019
SIL,05,2020,,SILK20,1s000 Oz. Silver Futures,,18.750,B,18.360,A,18.640,B,18.535,+.024,0,18.511,5,14,08/30/2019
SIL,07,2020,,SILN20,1s000 Oz. Silver Futures,,,,,,,,18.586,+.026,0,18.560,,3,08/30/2019
SIT,12,2019,,SITZ19,Silver Tas Futures,.000,.000,,-.010,,-.003,,.000,UNCH,804,.000,,,08/30/2019
SIT,03,2020,,SITH20,Silver Tas Futures,,,,-.010,,-.004,,.000,UNCH,0,.000,,,08/30/2019
SIT,05,2020,,SITK20,Silver Tas Futures,,,,-.010,,-.010,,.000,UNCH,0,.000,,,08/30/2019
SIT,07,2020,,SITN20,Silver Tas Futures,,,,,,,,.000,UNCH,0,.000,,,08/30/2019
SSP,09,2019,03,SSPU19 D03,Sep 19 London Spot Silver,,,,,,,,18.235,UNCH,0,18.235,,,08/30/2019
SSP,09,2019,05,SSPU19 D05,Sep 19 London Spot Silver,,,,,,,,18.235,UNCH,0,18.235,,,08/30/2019
ZNC,09,2019,,ZNCU19,Zinc Futures,,,,,,,,2530.0,UNCH,0,2530.0,,,08/30/2019
ZNC,10,2019,,ZNCV19,Zinc Futures,,,,,,,,2520.0,UNCH,0,2520.0,,,08/30/2019
ZNC,11,2019,,ZNCX19,Zinc Futures,,,,,,,,2520.0,UNCH,0,2520.0,,,08/30/2019
ZNC,12,2019,,ZNCZ19,Zinc Futures,,,,,,,,2520.0,UNCH,0,2520.0,,,08/30/2019
ZNC,01,2020,,ZNCF20,Zinc Futures,,,,,,,,2520.0,UNCH,0,2520.0,,,08/30/2019
ZNC,02,2020,,ZNCG20,Zinc Futures,,,,,,,,2520.0,UNCH,0,2520.0,,,08/30/2019
ZNC,03,2020,,ZNCH20,Zinc Futures,,,,,,,,2520.0,UNCH,0,2520.0,,,08/30/2019
ZNC,04,2020,,ZNCJ20,Zinc Futures,,,,,,,,2520.0,UNCH,0,2520.0,,,08/30/2019
ZNC,05,2020,,ZNCK20,Zinc Futures,,,,,,,,2520.0,UNCH,0,2520.0,,,08/30/2019
ZNC,06,2020,,ZNCM20,Zinc Futures,,,,,,,,2520.0,UNCH,0,2520.0,,,08/30/2019
ZNC,07,2020,,ZNCN20,Zinc Futures,,,,,,,,2520.0,UNCH,0,2520.0,,,08/30/2019
ZNC,08,2020,,ZNCQ20,Zinc Futures,,,,,,,,2520.0,UNCH,0,2520.0,,,08/30/2019
